일련번호,등록상태,발명의 명칭,IPC 번호,등록번호,등록일자,출원번호,출원일자,공개번호,공개일자,공고번호,공고일자,초록,큰 이미지 경로,이미지 경로,출원인
135,공개,코로나바이러스를 약화시키기 위한 기능성 펩타이드 전달체로서 기체를 내포한 리포좀,A61K 9/127|A61K 47/06|A61K 38/16|A61K 9/00|A61P 31/14|C07K 16/10|A61K 39/00,,,1020200069054,20200608,1020210152228,20211215,,,"본 발명은 코로나바이러스를 약화시키기 위한 기능성 펩타이드 등의 약물 전달체로 기체를 내포한 리포좀, 코로나바이러스를 약화시키기 위한 기능성 펩타이드등의 약물을 포함하는 기체가 내포된 리포좀 조성물 및 상기 리포좀 조성물의 용도에 관한 것이다. 본 발명에 따른 조성물은 in vitro 및 in vivo 상에서 코로나바이러스 약화를 위한 기능성 펩타이드의 전달 효율을 향상시킬 수 있으며, 이로 인하여 효과적으로 코로나바이러스를 약화시켜 코로나바이러스 감염을 억제하고 치료하는데 우수한 효과가 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93a9b771f368fa655e7f7a1562646a3d34a1a227f2d1fa1554171f20da1f07224973e462fccee1a4e488b1844f9e4efb0843a381d4875f7f25,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfb49fa40801339f754940f95e9b90a6571b80d1693d5024800c142f8454fbd6e1b71f50303f1ae84c98448473220c3949bf6528f8e8b5d4f0,연세대학교 원주산학협력단
136,거절,코로나바이러스-19 검출용 조성물 및 이의 검출용 키트,C12Q 1/70,,,1020200067307,20200603,1020210136779,20211117,,,"본 발명은 신종코로나바이러스-19의 검출용 조성물 및 이를 검출하기 위한 키트에 관한 것이다. 구체적으로, 본 발명의 검출용 조성물 및 키트를 이용하여 보다 정확도 높게 신종코로나바이러스-19 (SARS-Cov-2)를 검출하고, 신속하고 저렴하게 코로나바이러스 감염증-19 (COVID-19)를 진단할 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c932372d3f104f3b22bcf32f0e70a55e894c85355b28ae398ef33ddf1b51381afb86f5553416dd10d5ce53e63db76ec95aab6537ba5423716db,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf14190df148081e8247553db37fedeb4b8a529a5564ab4c1d8bc166ce234610d55631c539ad31d89621a04909b7ab2fce2e67d3a68274d1e5,문성우|문정주
137,공개,인공신경망을 이용한 코로나19 진단 방법 및 그 장치,A61B 6/00|G16H 50/20|G16H 30/40|A61B 5/00|G06T 7/00|G06N 3/04|G06N 3/08,,,1020200064668,20200529,1020210148514,20211208,,,"인공신경망을 이용한 코로나19 진단 방법 및 그 장치가 제공 된다. 본 발명의 일 실시예에 코로나19 진단 방법은 제1 특징 추출 레이어 및 폐 이상 징후 분류 레이어를 포함하는 제1 신경망의 학습을 수행하는 단계, 학습된 제1 특징 추출 레이어를 기초로 제2 신경망에 포함된 제2 특징 추출 레이어의 전이학습을 수행하는 단계 코로나19 흉부 이미지를 기초로 합성 코로나19 흉부 이미지를 생성하는 단계, 제2 신경망에 타겟 흉부 이미지를 입력하고, 제2 신경망의 출력 데이터를 기초로 타겟 흉부 이미지에 대한 코로나19 감염 여부를 추정하는 단계를 포함한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93c727eb51885767c832367a677d3962b23b0badfbc7220dd24d05fa16348b35b6284db1d823ff3c846efffbc0b685bfefa2004add51ec0cb2,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf5cc629411f20e699f7a924e40b324d7b01f807af227e871afb0d5cf09387378647c46456dd94be072502cf8a87760786ebb63681f4850167,주식회사 테렌즈
138,거절,코로나(예방)종이컵,B65D 3/28|B65D 25/34,,,1020200064480,20200527,1020210146750,20211206,,,"본 발명은 코로나19와 각종 전염병을 예방할 수 있는 종이컵으로 전염병의 매개체가 될 수 있는 종이컵을 안정적으로 사용 하도록 고안 된 것으로 다중시설 이용 등 여러 사람이 모일 때 종이컵이 섞여 모든 종이컵을 버리거나 때론 볼펜으로 이름을 적는 불편함도 있어, 이에 본 종이컵은 고유이름이 제조 공정에서 표기되어 컵이 바뀌는 것을 방지 하여 위생적이며 코로나19등 전염병 예방에 효과있게 고안 된 것이다.  (1) 기술 분야  고유이름을 표기하여 코로나19와 각종 전염병을 예방 하는 종이컵  (2) 해결하려는 과제  종이컵의 재사용 시 다른 사람이 쓰는 종이컵과 구별을 분명하게 하여 전염병의 매개체가 될 수 있는 종이컵을 안정적으로 사용할 수 있도록 고안 된 것이다.  (3) 과제의 해결 수단  제조 공정 시 종이컵 마다 숫자나 문자로 고유이름을 표기한다.  (4) 효과 등  1. 전염병 매개체가 될 수 있는 종이컵의 안전한 관리로 코로나19를 예방한다.  2. 효율적인 종이컵 사용으로 1회용품을 줄여 자연을 보호한다.  3. 종이컵의 불필요한 낭비를 줄여 경제적 도움이 된다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93979944264e7e47706e42a5e5235ac1aa5a12085baa470bcbb34b67ca6f37776a54d8ff4e7f7d807d3087f32899cfd139cf2d2e232a3b33f0,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfd2e33d97e3ef66c8f2181d93510d490114650f24b2e16ad1fb0de49bf1344bd02d52949f16e45e1f2d918ec789700d9a058a160487438f06,김진명
139,공개,코로나바이러스 중화용 조성물,C07K 14/415|C12N 1/20|A61K 38/16|A23L 33/18|A23K 20/147,,,1020200062657,20200525,1020210145591,20211202,,,"본 발명은 코로나바이러스에 특이적으로 결합하는 신규한 단백질에 관한 것으로 코로나바이러스 중화용 조성물에 관한 것이다. 본 발명에서 제시하는 신규한 단백질은 콩 유래 단백질 렉틴의 바이러스 결합 특성을 기초로 하여 바이러스 결합능은 유지하면서 독성은 없앤 새로운 단백질로써, 코로나바이러스 감염의 예방 또는 감염증 개선을 위한 물질로 활용될 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c937e733968f6158cbe36efa35547369198142c5a95c663a56656537b31323eb5c771126ab82688ddfba108d90d0f50fb6297cb5a01205b39e6,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf47a232768f9c0a548505bc47278d15c412bc3bdca7987bb7e0bedc151fdd9fda81c2e9e0a4106b44bbc8d5115e056a136f824e0f966f12ff,주식회사 바이오쓰리에스
140,공개,사스 및 COVID-19 코로나바이러스 헬리케이즈 nsP13의 활성을 억제하는 화합물 및 그의 약학적 용도,A61K 31/352|A61K 31/7048|A61K 31/473|A61K 31/341|A61K 31/513|A61K 31/136|A61P 31/14,,,1020200062442,20200525,1020210145487,20211202,,,"본 발명은 사스 및 COVID-19 코로나바이러스 헬리케이즈 nsP13의 활성을 억제하는 화합물 및 그의 약학적 용도에 관한 것으로, 더욱 구체적으로 사스 및 COVID-19 코로나바이러스 헬리케이즈 nsP13의 활성을 억제하는 천연 플라보노이드 계열 및 합성 화합물과 그를 포함하는 약학 조성물에 관한 것이다.  본 발명에 따른 천연 플라보노이드 계열 및 합성 화합물은 사스 및 COVID-19 코로나바이러스 헬리케이즈 nsP13의 dsDNA 풀림(unwinding) 활성 및/또는 ATP 가수 분해 활성을 효율적으로 억제함으로써, 사스 및 COVID-19 코로나바이러스성 질환을 효과적이면서 안전하게 예방 및 치료하는데 이용될 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c937e733968f6158cbe36efa35547369198142c5a95c663a56670a06f63d265c3ff18b81b765e1cf32bfd2e968856882b3c322d24ccbc3d5854,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf47a232768f9c0a548505bc47278d15c412bc3bdca7987bb7983a5ba73d1063905d2c03fb092c23193176cf28a16774ed294049c87a80987b,김영규
141,공개,고양이 코로나바이러스 검출을 위한 RT-PCR용 조성물,C12Q 1/70,,,1020200059087,20200518,1020210142359,20211125,,,"본 발명은 고양이 코로나바이러스 검출을 위한 RT-PCR용 조성물 및 고양이 코로나바이러스 검출방법에 관한 것으로, 구체적으로 RT-PCR을 통하여 전염성 복막염-유발 코로나 바이러스 및 위장관염-유발 코로나 바이러스를 구별할 수 있는 RT-PCR 조성물 및 이를 이용하여 고양이 코로나바이러스를 검출하는 방법에 관한 것이다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c937cc3d4242a7e16422ab758cb8795f6b364fde5c4159d3c6878e2277a1d312c3137592335f4a0d0d9010310ef32d2c9f57a960d371f409d8e,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf934b92c949ff773b49412577c140c32daa7182fd6c405640603d261a95b1eef74f11ba73dcc3b4c06eac675c11345a622420cbabdc0b5a5c,포스트바이오(주)
142,공개,고양이 코로나바이러스에 대한 난황항체 제조방법 및 이에 의해 제조된 난황항체,C07K 16/10|C07K 16/02|A61P 31/14|A61K 39/00,,,1020200059068,20200518,1020210142347,20211125,,,"본 발명은 고양이 코로나바이러스에 대한 난황항체 제조방법 및 이에 의해 제조된 난황항체에 관한 것으로, 구체적으로 고양이 코로나바이러스를 CRFK 세포주에 접종하여 고양이 코로나바이러스 감염 세포주를 수득하는 단계; 상기 세포를 배양하고 초원심분리를 통하여 표적항원을 분리하는 단계; 상기 분리된 표적 항원을 산란계에 접종하는 단계; 상기 산란계로부터 난을 수거하는 단계; 및 상기 난으로부터 고양이 코로나바이러스에 대한 난황항체를 분리하는 단계를 포함하는 고양이 코로나바이러스 난황항체 제조 방법 및 상기 제조 방법에 의하여 제조된 고양이 코로나바이러스 난황황체를 제공한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c937cc3d4242a7e16422ab758cb8795f6b364fde5c4159d3c6878e2277a1d312c31c31a51643085579ec2e83a38e806f954589c40c98011a950,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf934b92c949ff773b49412577c140c32daa7182fd6c405640603d261a95b1eef7c46511b00bfa9e9183cdadb1a6797207bc5df8efad2b505d,포스트바이오(주)
143,등록,육산화사비소를 포함하는 코로나바이러스 감염증의 예방 또는 치료용 약학조성물,A61K 33/36|A61P 31/14|A23L 33/16,1022406930000,20210409,1020200059410,20200518,,,,20210415,"본 발명은 육산화사비소를 유효성분으로 포함하는 약학조성물에 관한 것으로서, 코로나바이러스에 대한 항바이러스 활성이 우수하여, 코로나바이러스 감염증의예방 또는 치료에 유용하게 적용될 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93b5b9301c85ba76d0d3cbc135f753f30764df685e079ac931a14b8a1b7722c1cffda41070bb7f6a147fdb410ae77bf406363761ee0c1eca15,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf798f9d27cde242520cc1244ad29ee8eef4e8f87167219e63177a0f1f2238bcd2d255f084cd6952e53c7aade9a8d49e4171718243cce54a56,주식회사 케마스
144,공개,고효능 사스 코로나바이러스 2 항원 및 이를 포함하는 백신 조성물,C07K 14/005|C12N 15/62|A61K 39/215|A61P 31/14,,,1020200057768,20200514,1020210140809,20211123,,,"본 발명은 면역세포 활성 LRRC24 단백질 유래 세포막 투과 도메인 펩타이드를 융합시켜서 사스 코로나바이러스 2에 대해 더 높은 면역원성을 나타내는 면역원을 발굴하였고, 실제 동물실험에서도 중화항체가 더 잘 형성되었음을 확인하였다. 재조합 면역원 접종 후 사스 코로나바이러스 2를 감염하는 면역 후 공격시험에서도 모든 마우스에서 우수한 방어면역을 유도하는 것을 확인하였다. 또한, 독성시험에서도 독성이 나타나지 않는 것을 확인하였다. 이러한 우수한 결과를 보여주는 재조합 면역원을 이용하여 치명적인 위험을 나타내는 사스 코로나바이러스 2에 대한 예방을 위한 백신으로 개발할 수 있을 것이다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c930b103cdfa5e8089515c1192dbfaaaff9ba9aa8c4ceacd10739dc45aa102fb5d373987782b3867e43e42386fb1f2f2903268c53c8341de39d,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf6ef42c56648b19a37a629e88d1c472a232ca8423cc872c42324bf5a9c5564fcee6584b44e8f53ae6708e6671b6190f230453939300886bb8,한국화학연구원
145,등록,전장유전체 증폭을 위한 인간 베타코로나바이러스 범용 프라이머 세트 및 이를 이용한 진단 키트,C12Q 1/70,1022955740000,20210824,1020200057804,20200514,,,,20210831,"본 발명은 베타 코로나바이러스 감염 여부를 판별하기 위한 전장 유전체 서열 획득 방법 및 이의 용도에 관한 것이다. 본 발명의 방법, 키트, 조성물은 베타 코로나바이러스의 유전체 서열을 증폭할 수 있는 범용 프라이머 세트를 포함하고, 이에 따라 시료 내 목적 베타 코로나바이러스의 존재 유무 및 관련 질환을 간편하고 빠르게 확인할 수 있다. 또한 전장 유전체 분석을 통해 신종 베타 코로나바이러스의 변이여부를 판별하여 신규 베타 코로나바이러스 동정에도 효과적으로 사용될 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93eff933228d23b92db557204b81487f6074d9f301b312c31d3788381facfae0c6a23af0e2d59986c889f43b41b2cf7e3026105c700f5dfbe7,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cff44134efa672d15619dd264165719a260354a4ede3fd1cc0fc1f4988c6b58bd2e6af8ea3350b592a9e738428192b5d3c8fcb61d1730236fa,한국표준과학연구원
146,공개,락톤 고리를 포함하는 스테로이드계 유도체를 포함하는 코로나바이러스 감염 예방 또는 치료용 조성물,A61K 31/585|A61P 31/14|A23L 33/10|A23K 20/168|A23K 20/121,,,1020200055398,20200508,1020210116151,20210927,,,"본 발명은 락톤 고리를 포함하는 스테로이드계 유도체의 코로나바이러스에 대한 항바이러스 용도에 관한 것으로, 구체적으로, 본 발명은 락톤 고리를 포함하는 스테로이드계 유도체 또는 이들의 약학적으로 허용 가능한 염을 유효성분으로 포함하는 코로나바이러스에 대한 항바이러스용 약학 조성물; 코로나바이러스 감염질환의 예방 또는 치료용 약학 조성물; 및 코로나바이러스 감염질환의 예방 또는 개선용 건강기능식품 조성물 및 사료 조성물에 관한 것이다.  본 발명의 화학식 I로 표시되는 화합물 또는 이의 약학적 또는 식품학적으로 허용 가능한 염은 메르스-코로나바이러스, 사스-코로나바이러스, 및 사스-코로나바이러스-2와 같은 코로나바이러스의 감염을 억제하는 효과를 나타내므로, 상기 바이러스 질환을 예방 또는 치료를 위한 항바이러스제 개발에 이용될 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c933f19f0112cc52d5e20722b13d81b00b78fe978aa6ba21276b9dcf1a9f1ac99f5496b09a07de9520099ecef722bc1ee12380ddd480e8965a3,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf746937f87df4e70c2017c704d6b836b9764a8a9541a4ecc8b82192ad07fea5d210460f7ff1c883c49e8d44c260c6a86e7a808e2a633206ed,한국 한의학 연구원|재단법인 한국파스퇴르연구소|한국화학연구원
147,공개,레비스틸라이드 A를 포함하는 코로나바이러스 감염 예방 또는 치료용 조성물,A61K 31/365|A61P 31/14|A23L 33/10|A23K 20/126,,,1020200055400,20200508,1020210116153,20210927,,,"본 발명은 레비스틸라이드 A 또는 이의 약학적으로 허용 가능한 염을 포함하는 코로나바이러스에 대한 항바이러스 용도에 관한 것으로, 구체적으로, 본 발명은 레비스틸라이드 A 또는 이의 약학적으로 허용 가능한 염을 포함하는 코로나바이러스에 대한 항바이러스용 약학 조성물; 코로나바이러스 감염질환의 예방 또는 치료용 약학 조성물; 및 코로나바이러스 감염질환의 예방 또는 개선용 건강기능식품 조성물 및 사료 조성물에 관한 것이다.  본 발명의 레비스틸라이드 A는 메르스-코로나바이러스, 사스-코로나바이러스, 및 사스-코로나바이러스-2와 같은 코로나바이러스의 감염을 억제하는 효과를 나타내므로, 상기 바이러스 질환을 예방 또는 치료를 위한 항바이러스제 개발에 이용될 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c933f19f0112cc52d5e20722b13d81b00b78fe978aa6ba21276543b252d750943b5d48390d5f03caf71d0647dfbde41a1998c7115f4507cdcf5,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf746937f87df4e70c2017c704d6b836b9764a8a9541a4ecc827f2979a763edfba0dc05d9ae957d38e4eb3037f9373a8431c617c25631568cd,한국 한의학 연구원|재단법인 한국파스퇴르연구소|한국화학연구원
148,공개,테트란드린 또는 이의 유사체를 포함하는 코로나바이러스 감염 예방 또는 치료용 조성물,A61K 31/4725|A61K 31/4738|A61P 31/14|A23L 33/10|A23K 20/132,,,1020200055397,20200508,1020210116150,20210927,,,"본 발명은 테트란드린 또는 이의 유사체인, 팡치놀린 및 세파란틴의 코로나바이러스에 대한 항바이러스 용도에 관한 것으로, 구체적으로, 본 발명은 테트란드린 또는 이의 유사체 또는 이들의 약학적으로 허용 가능한 염을 유효성분으로 포함하는 코로나바이러스에 대한 항바이러스용 약학 조성물; 코로나바이러스 감염질환의 예방 또는 치료용 약학 조성물; 및 코로나바이러스 감염질환의 예방 또는 개선용 건강기능식품 조성물 및 사료 조성물에 관한 것이다.  본 발명의 테트란드린 및 이의 유사체인, 팡치놀린 및 세파란틴은 메르스-코로나바이러스, 사스-코로나바이러스, 사스-코로나바이러스-2, 및 인간-코로나바이러스와 같은 코로나바이러스의 감염을 억제하는 효과를 나타내므로, 상기 바이러스 질환을 예방 또는 치료를 위한 항바이러스제 개발에 이용될 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c933f19f0112cc52d5e20722b13d81b00b78fe978aa6ba21276b9dcf1a9f1ac99f5fd7e387558fa9700e16f9f2871298c7b8e983a5e33e8882e,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf746937f87df4e70c2017c704d6b836b9764a8a9541a4ecc8b82192ad07fea5d2b799d86508461c9ef681fca8a4531d1ecceef8e32a9415e9,한국 한의학 연구원|재단법인 한국파스퇴르연구소|한국화학연구원
